"name","address","phone","rating","number_of_reviews"
"Duhita Multispeciality Dental Centre","40-9/1-30, Swetcha Plaza, Vasavya, Nagar, Service road, Gurunanak Nagar, K P Nagar, Benz Circle, Vijayawada, Andhra Pradesh 520010, India","0866 247 4066",4.9,56
"Lalitha Smile Clinic- The Premier Dental Clinic with the Best Dentist","29-5-5, Cherukupalli vari St, near Eluru Road, beside Saptagiri College, Governor Peta, Vijayawada, Andhra Pradesh 520002, India","098496 79454",4.9,290
"Smile Arc Dental Care & Advanced Orthodontics","Shop No. 59-5-7/1, Pallavi Apartment ITI Road, Ramesh Hospital Road Opposite M.R.F. Tyres, Bus Stop, near I.T.I, Siddhartha Nagar, Benz Circle, Vijayawada, Andhra Pradesh 520010, India","095539 58866",5,252
"DENTYSTREE DENTAL HOSPITAL","beside hdfc bank, next to fashion factory, Chandra Mouli Puram, Sriram Nagar, Vijayawada, Andhra Pradesh 520010, India","080082 20040",5,388
"GLOBAL DENTAL CARE","#33-25, 34, Bellapu Sobhanadri St, Moghalrajpuram, Kasturibaipet, Vijayawada, Andhra Pradesh 520010, India","094400 56357",4.5,8
"Andhra Super Specialty Dental Hospital Vijayawada","Eluru Rd, Seetharampuram, Sitharamapuram, Vijayawada, Andhra Pradesh 520002, India","099085 04974",5,957
"Sky Dental / sky kids dental hospital","31-24-09,1st floor, Sri Lakshmi Narasimha Icon, kollipara Sri Ramulu Street, Seetharamapuram Junction, Eluru Rd, beside SBI Bank, Kothavanthena Center, Durga Agraharam, Arundalpet, Governor Peta, Vijayawada, Andhra Pradesh 520002, India","070138 09070",5,346
"32 Smile Concepts - Dental Clinic in Vijayawada","Prakasam road CSI-DYVA KRUPA COMPLEX, Buckinghampeta, Vijayawada, Andhra Pradesh 520002, India","099499 49030",5,81
"Obul Reddy oro dental hospital","First Floor, 30-22-9, Eluru Rd, beside Sonovision, Vijayatakies Centre, Governor Peta, Vijayawada, Andhra Pradesh 520002, India","096404 31666",4.5,52
"Dr. Naresh's Capital Dental Clinic","Shop No 12, St. Joseph Complex, Shopping Complex, opp. Ramgopal Theater, Lurdhunagar, Gunadala, Vijayawada, Andhra Pradesh 520004, India","079890 27474",5,169
"Yashwanth's Lotus Dental Care","Lotus Landmark Internal Road, Lotus Landmark, Kedareswar Pet, Vijayawada, Andhra Pradesh 520003, India","090325 55844",5,407
"Indian advanced dental @ COSMETOLOGY CLINIC","beside college kederesrao pet, Main Rd, Andhra Prabha Colony, Kedareswar Pet, Vijayawada, Andhra Pradesh 520003, India","092939 22363",5,503
"Dr.Leela Krishna Basal Implantologist |Dental Implant Clinic In Vijayawada","29-19-58, Dornakal Rd, adjacent to Bhargav Thyroid, New Giri Puram, Suryaraopeta, Governor Peta, Vijayawada, Andhra Pradesh 520002, India","098662 36245",5,90
"Aswani Dental Hospital","GJ4X+F6M, J P Road, near A C Y Reddy House, Mogalrajapuram, Christurajupuram, Vijayawada, Andhra Pradesh 534202, India","0866 247 1950","No rating available","No reviews"
"Dr Annapurna T","33-25-36, Smile Dental Clinic, Kothapet, Kothapet, opposite to Safe Hospital, Mogalrajapuram, Christurajupuram, Vijayawada, Andhra Pradesh 520010, India","0866 243 0535","No rating available","No reviews"
"Dr Mohan Prasad GV","GJ4X+G67, Moghalrajpuram, Christurajupuram, Vijayawada, Andhra Pradesh 520010, India","0863 257 4965","No rating available","No reviews"
"Chowdari DR M S","GJ4X+G76, Moghalrajpuram, Christurajupuram, Vijayawada, Andhra Pradesh 520010, India","0866 556 4639","No rating available","No reviews"
"Dr Siva Rama Krishniah S","GJ4X+H7C, Moghalrajpuram, Christurajupuram, Vijayawada, Andhra Pradesh 520010, India","0863 243 6154","No rating available","No reviews"
"DR KISHORE DENTAL CARE","PVP Square Mall lane, Jammi chettu road, MG Rd, Mogalrajapuram, Shanti Nagar, Labbipet, Vijayawada, Andhra Pradesh 520010, India","063033 70125",4.9,224
"Kids and Teens Pediatric Dental Care","40/7/26, Pvp square mall road,Near RR Durbar, Moghalrajpuram, Shanti Nagar, Labbipet, Vijayawada, Andhra Pradesh 520010, India","063033 70125",4.9,36
"Dr. Rohitha","Apollo Dental Near LEPL INOX, APOLLO WHITE DENTAL, Gayatri Nagar Main Rd, Revenue Colony Park, Sidhartha Nagar, Labbipet, Vijayawada, Andhra Pradesh 520008, India","080 4696 1837","No rating available","No reviews"
"Dr Ravithej Borugadda","Apollo Dental Near LEPL INOX, APOLLO WHITE DENTAL, Gayatri Nagar Main Rd, Revenue Colony Park, Sidhartha Nagar, Labbipet, Vijayawada, Andhra Pradesh 520008, India","080 4696 1837","No rating available","No reviews"
"Dr. Vimala Sai Manne, Treated 15K+ Patients | Best Dentist in Krishna | RCT | Wisdom Teeth Removal","Apollo Dental Near LEPL INOX, APOLLO WHITE DENTAL, Gayatri Nagar Main Rd, Revenue Colony Park, Sidhartha Nagar, Labbipet, Vijayawada, Andhra Pradesh 520008, India","080 4696 1837","No rating available","No reviews"
"Best Dentist - Dr. Dharani | 8+ Yrs of Exp. | Krishna","Apollo Dental Near LEPL INOX, APOLLO WHITE DENTAL, Gayatri Nagar Main Rd, Revenue Colony Park, Sidhartha Nagar, Labbipet, Vijayawada, Andhra Pradesh 520008, India","080 4696 1837","No rating available","No reviews"
"Best Dentist - Dr Rajiv | 13+ Yrs of Exp. | Krishna district","Apollo Dental Near LEPL INOX, APOLLO WHITE DENTAL, Gayatri Nagar Main Rd, Revenue Colony Park, Sidhartha Nagar, Labbipet, Vijayawada, Andhra Pradesh 520008, India","080 4696 1837","No rating available","No reviews"
"Dr Ram Chand Bandla | Best Dentist in Krishna | RCT | Wisdom Teeth Removal","Apollo Dental Near LEPL INOX, APOLLO WHITE DENTAL, Gayatri Nagar Main Rd, Revenue Colony Park, Sidhartha Nagar, Labbipet, Vijayawada, Andhra Pradesh 520008, India","080 4696 1837","No rating available","No reviews"
"Dr Salluri V. Prathyusha, Treated 11K+ Patients | Best Dentist | Dentist Near Me | Best Dentist | Root Canal Treatment","Apollo Dental Near LEPL INOX, APOLLO WHITE DENTAL, Gayatri Nagar Main Rd, Revenue Colony Park, Sidhartha Nagar, Labbipet, Vijayawada, Andhra Pradesh 520008, India","080 4696 1837","No rating available","No reviews"
"Dr Chalasani Anish Kumar","Apollo Dental Near LEPL INOX, APOLLO WHITE DENTAL, Gayatri Nagar Main Rd, Revenue Colony Park, Sidhartha Nagar, Labbipet, Vijayawada, Andhra Pradesh 520008, India","080 4696 1837","No rating available","No reviews"
"Dr Sri Dharani Donavalli","Apollo Dental, APOLLO WHITE DENTAL, Gayatri Nagar Main Rd, near LEPL INOX, Revenue Colony Park, Sidhartha Nagar, Labbipet, Vijayawada, Andhra Pradesh 520008, India","0141 493 1241","No rating available","No reviews"
"Dr Javed Ahmad Md","Revenue colony, near Fortune Murali Park, Revenue Colony Park, Sidhartha Nagar, Labbipet, Vijayawada, Andhra Pradesh 520010, India","N/A",5,5
"Dr. Vallamsetty Prabhu Kanth - Orthodontist and Invisalign Provider","Murali Forthune road sushma plaza, Revenue Colony Park, Sidhartha Nagar, Labbipet, Vijayawada, Andhra Pradesh 520010, India","N/A",5,49
"Dr Sunnam Swetha, Oral and Maxillofacial Surgeon, Vijayawada","Asian Dental, 1 floor, sushma plaza, opp fortune Murali park in-gate, Revenue Colony Park, Sidhartha Nagar, Labbipet, Vijayawada, Andhra Pradesh 520010, India","N/A",5,1
"Alignhub - Best Invisible Braces | Clear Aligners","near, MG Rd, opp. Fortune Murali Park, Revenue Colony Park, Sidhartha Nagar, Labbipet, Vijayawada, Andhra Pradesh 520010, India","090591 94529",5,76
"Asian Dental Vijayawada - Best Super Specialty Dental Hospital","Door No : 40-6-31 First Floor Sushma Plaza, Opposite:, Park, Fortune Murali Park, MG Rd, Revenue Colony Park, Sidhartha Nagar, Labbipet, Vijayawada, Andhra Pradesh 520010, India","070758 75299",4.9,821
"Sri venkat sai Dental speciality clinic","#58-1-18/1,patamata centre, Bunder Rd, Labbipet, Vijayawada, Andhra Pradesh 520010, India","N/A",5,1
"Care Dental and implant center","# 34-2-47, Beside Anubhava Sweets, A. S.Ramarao Road,, Moghalrajpuram, Kasturibaipet, Labbipet, Vijayawada, Andhra Pradesh 520010, India","099664 02223",4.8,65
"Victory dental clinic","GJ5P+2R7, Vemula Syamala Devi St, Buckinghampeta, Vijayawada, Andhra Pradesh 520010, India","063013 73177","No rating available","No reviews"
"Madhu Dental","Nirmala Convent Rd, Beside Allahabad Bank, Near, Benz Circle, Vijayawada, Andhra Pradesh 520010, India","0866 247 4346",5,18
"Smile Dental Clinic","31-4-1, V, Gadde Purnachandra Rao Street, Maruthi Nagar, Machavaram, Vijayawada, Andhra Pradesh 520004, India","094401 74181","No rating available","No reviews"
"Aditya Multispecialty Dental Clinic","kothagundla plaza, D.No. 33-21-32, Eluru Rd, beside Ramcor, Seetharampuram, Sitharamapuram, Vijayawada, Andhra Pradesh 520004, India","093918 94628",5,62
"Yangala International Dental","GJ9X+79W, Eluru Rd, Beside Vijaya talkies, Machavaram, Vijayawada, Andhra Pradesh 520002, India","N/A","No rating available","No reviews"
"Dr. Shilpa Pamidimukkala","Sri Krishna Children And Dental Hospital, Suryaraopeta, Vijayawada, Andhra Pradesh 520002, India","080 4696 1837","No rating available","No reviews"
"Dr Sudhir Babu","GJ8R+R44, Sitharamapuram, Moghalrajpuram, Vijayawada, Andhra Pradesh 520002, India","0866 244 2969","No rating available","No reviews"
"Dr. ANIL KANCHARLA","FMX5+GPQ, Panta Kaluva Rd, Old P&T Colony, Patamata, Benz Circle, Vijayawada, Andhra Pradesh 520010, India","N/A",5,1
"Sibar Dental Care","29-19-81, Dornakal Rd, above Indian Bank, Suryaraopeta, Vijayawada, Andhra Pradesh 520002, India","0866 243 3336",4.8,172
"INDIAN ADVANCED DENTAL CARE","beside rcm school, Rani Gari Thota, Balaji Nagar, Krishna Lanka, Vijayawada, Andhra Pradesh 520002, India","N/A",5,4
"Praveen Whites","Satya Narayana Nagar, Krishna Lanka, Vijayawada, Andhra Pradesh 520013, India","N/A","No rating available","No reviews"
"Krishna Sai Dental implant & aligner clinic Vijayawada","3, Dornakal Rd, Suryaraopeta, Moghalrajpuram, Vijayawada, Andhra Pradesh 520002, India","092462 35666",4.8,358
"Kiran's Dental Clinic","Door no.29, 10-18, Dornakal Rd, near Family Hospital, Suryaraopeta, Governor Peta, Vijayawada, Andhra Pradesh 520002, India","0866 243 7171",5,9
